standard_cost,avg_unit_price,list_price,rolling_avg_sales_3m,current_month_gross_sales,month_num,current_month_net_sales,product_key,customer_key,current_month_margin_amount,month_cos,year_num,store_id,current_month_order_qty,previous_month_sales,size,sales_growth_previous_period,territory_id,bonus,month_sin
1898.0944,2024.994,3374.99,4049.988,10124.97,12,10124.97,44,142,634.498,1.0,2005,804,5.0,4049.988,42,1.5,1,2000.0,-2.4492935982947064e-16
486.7066,419.4589,782.99,1258.3767,1258.3767,1,1258.3767,32,4,-201.7431,0.8660254037844387,2006,392,3.0,1258.3767,44,0.0,3,4100.0,0.49999999999999994
6.9223,5.394,8.99,17.28833333333333,10.788,7,10.788,6,236,-3.0566,-0.8660254037844388,2007,1234,2.0,20.746,,-0.4799961438349561,7,985.0,-0.4999999999999997
23.749,36.83,63.5,266.7,441.96,11,433.1208,133,111,148.1328,0.8660254037844384,2007,1970,12.0,266.7,S,0.624,1,2000.0,-0.5000000000000004
199.8519,200.052,333.42,1600.416,600.156,1,600.156,158,460,0.6003,0.8660254037844387,2008,1404,3.0,1600.416,50,-0.625,4,0.0,0.49999999999999994
136.785,149.874,249.79,299.748,599.496,11,599.496,181,282,52.356,0.8660254037844384,2007,962,4.0,299.748,42,1.0,7,985.0,-0.5000000000000004
308.2179,338.994,564.99,338.994,338.994,8,338.994,234,81,30.7761,-0.5000000000000004,2007,1056,1.0,0.0,40,,6,500.0,-0.8660254037844384
26.9708,36.447,60.745,36.447,109.341,12,109.341,96,165,28.4286,1.0,2006,1322,3.0,36.447,,1.9999999999999996,6,5150.0,-2.4492935982947064e-16
144.5938,158.43,264.05,1584.3,475.29,11,475.29,177,276,41.5086,0.8660254037844384,2007,808,3.0,1584.3,42,-0.7000000000000001,7,985.0,-0.5000000000000004
343.6496,323.994,539.99,647.988,647.988,9,647.988,247,341,-39.3112,-1.8369701987210297e-16,2007,506,2.0,0.0,48,,4,4100.0,-1.0
747.2002,722.5949,1364.5,3612.9745,3612.9745,8,3612.9745,23,56,-123.0265,-0.5000000000000004,2005,616,5.0,0.0,38,,5,6700.0,-0.8660254037844384
713.0798,672.294,1120.49,2016.882,672.294,2,672.294,81,497,-40.7858,0.5000000000000001,2008,1030,1.0,2016.882,40,-0.6666666666666667,5,6700.0,0.8660254037844386
713.0798,600.2625,1120.49,2100.91875,1800.7875,1,1800.7875,82,227,-338.4519,0.8660254037844387,2007,932,3.0,1800.7875,42,0.0,4,4100.0,0.49999999999999994
37.1209,53.994,89.99,269.97,215.976,12,215.976,124,389,67.4924,1.0,2006,1426,4.0,269.97,S,-0.2000000000000001,4,3550.0,-2.4492935982947064e-16
1251.9813,1229.4589,2294.99,3688.3767,3688.3767,3,3688.3767,65,365,-67.5672,6.123233995736766e-17,2007,1040,3.0,3688.3767,38,0.0,6,500.0,1.0
38.4923,28.8404,49.99,57.6808,57.6808,9,57.6808,9,167,-19.3038,-1.8369701987210297e-16,2005,1358,2.0,0.0,XL,,3,2500.0,-1.0
343.6496,323.994,539.99,971.982,2591.952,12,2591.952,247,394,-157.2448,1.0,2007,1830,8.0,971.982,48,1.666666666666667,7,985.0,-2.4492935982947064e-16
187.1571,183.9382,337.22,551.8146,367.8764,4,367.8764,11,25,-6.4378,-0.4999999999999998,2006,1050,2.0,551.8146,44,-0.3333333333333334,3,2500.0,0.8660254037844387
26.1763,41.994,69.99,335.952,335.952,9,335.952,136,363,126.5416,-1.8369701987210297e-16,2007,1014,8.0,0.0,M,,4,3550.0,-1.0
17.3782,23.484,39.14,93.936,93.936,9,93.936,170,165,24.4232,-1.8369701987210297e-16,2007,1322,4.0,0.0,,,6,5150.0,-1.0
1251.9813,1229.4589,2294.99,7376.7534,2458.9178,11,2458.9178,66,289,-45.0448,0.8660254037844384,2006,1052,2.0,7376.7534,42,-0.6666666666666666,2,4100.0,-0.5000000000000004
1265.6195,1242.8518,2319.99,4349.9812999999995,7457.1108,3,7457.1108,64,365,-136.6062,6.123233995736766e-17,2007,1040,6.0,4971.4072,46,0.5000000000000002,6,500.0,1.0
486.7066,469.794,782.99,1879.176,1879.176,8,1879.176,38,275,-67.6504,-0.5000000000000004,2006,782,4.0,0.0,52,,6,500.0,-0.8660254037844384
3.3623,5.394,8.99,10.788,21.576,10,21.576,140,4,8.1268,0.5000000000000001,2007,392,4.0,10.788,M,1.0,3,2500.0,-0.8660254037844386
308.2179,338.994,564.99,1016.982,1016.982,7,1016.982,235,218,92.3283,-0.8660254037844388,2007,664,3.0,0.0,42,,2,2500.0,-0.4999999999999997
486.7066,419.4589,782.99,1258.3767,419.4589,6,419.4589,37,150,-67.2477,-1.0,2006,878,1.0,1258.3767,44,-0.6666666666666666,2,4100.0,1.2246467991473532e-16
44.88,66.0,120.0,1316.7,1386.0,8,1316.7,142,276,374.22,-0.5000000000000004,2007,808,21.0,0.0,,,7,985.0,-0.8660254037844384
30.9334,44.994,74.99,179.976,179.976,11,179.976,122,313,56.2424,0.8660254037844384,2006,1422,4.0,179.976,M,0.0,2,4100.0,-0.5000000000000004
2.9733,4.77,7.95,14.31,14.31,9,14.31,143,592,5.3901,-1.8369701987210297e-16,2007,1248,3.0,0.0,,,2,2500.0,-1.0
41.5723,32.394,53.99,178.167,129.576,1,129.576,146,248,-36.7132,0.8660254037844387,2008,1898,4.0,226.758,L,-0.4285714285714286,5,6700.0,0.49999999999999994
19.7758,24.2945,44.54,194.356,194.356,9,194.356,90,122,36.1496,-1.8369701987210297e-16,2006,478,8.0,0.0,,,4,3550.0,-1.0
601.7437,602.346,1003.91,4818.768,3614.076,11,3614.076,152,492,3.6138,0.8660254037844384,2007,838,6.0,4818.768,54,-0.25,1,3500.0,-0.5000000000000004
739.041,714.7043,1349.6,1429.4086,1429.4086,9,1429.4086,20,130,-48.6734,-1.8369701987210297e-16,2005,654,2.0,0.0,42,,5,6700.0,-1.0
294.5797,323.994,539.99,1619.97,1619.97,9,1619.97,240,359,147.0715,-1.8369701987210297e-16,2007,928,5.0,0.0,42,,6,5150.0,-1.0
1251.9813,1229.4589,2294.99,2458.9178,2458.9178,11,2458.9178,66,55,-45.0448,0.8660254037844384,2006,608,2.0,0.0,42,,6,5150.0,-0.5000000000000004
24.7459,35.994,59.99,71.988,179.97,10,179.97,120,230,56.2405,0.5000000000000001,2006,954,5.0,71.988,L,1.5,3,2000.0,-0.8660254037844386
204.6251,178.5808,337.22,178.5808,178.5808,10,178.5808,50,35,-26.0443,0.5000000000000001,2005,1418,1.0,0.0,44,,6,5000.0,-0.8660254037844386
755.1508,728.91,1214.85,728.91,1457.82,12,1457.82,220,550,-52.4816,1.0,2007,464,2.0,728.91,46,1.0,6,500.0,-2.4492935982947064e-16
199.3757,218.454,364.09,764.5889999999999,218.454,2,218.454,166,297,19.0783,0.5000000000000001,2008,1202,1.0,873.816,42,-0.7500000000000001,5,6700.0,0.8660254037844386
104.7951,141.615,236.025,283.23,283.23,9,283.23,103,165,73.6398,-1.8369701987210297e-16,2006,1322,2.0,0.0,,,6,5150.0,-1.0
868.6342,858.9,1431.5,3383.5455333333334,4294.5,9,4294.5,114,351,-48.671,-1.8369701987210297e-16,2007,786,5.0,3904.091,44,0.09999997438584299,2,2500.0,-1.0
1481.9379,1430.442,2384.07,4577.4144,2860.884,2,2860.884,205,492,-102.9918,0.5000000000000001,2008,838,2.0,4577.4144,50,-0.37499999999999994,1,3500.0,0.8660254037844386
1251.9813,1376.994,2294.99,2868.7374333333332,2753.988,7,2753.988,65,219,250.0254,-0.8660254037844388,2007,684,2.0,3688.3767,38,-0.25333331598152653,3,4100.0,-0.4999999999999997
308.2179,338.994,564.99,338.994,338.994,12,338.994,238,126,30.7761,1.0,2007,612,1.0,0.0,52,,1,3500.0,-2.4492935982947064e-16
199.8519,200.052,333.42,400.104,600.156,11,600.156,158,484,0.6003,0.8660254037844384,2007,656,3.0,400.104,50,0.49999999999999994,1,5000.0,-0.5000000000000004
1082.51,1020.594,1700.99,4592.673000000001,6123.564,2,6123.564,223,302,-371.496,0.5000000000000001,2008,1266,6.0,3061.782,40,1.0,3,2000.0,0.8660254037844386
187.1571,202.332,337.22,656.0462,202.332,10,202.332,14,14,15.1749,0.5000000000000001,2006,662,1.0,1416.324,62,-0.8571428571428572,4,2500.0,-0.8660254037844386
486.7066,469.794,782.99,679.52345,1879.176,2,1879.176,35,86,-67.6504,0.5000000000000001,2007,1134,4.0,939.588,58,1.0,4,2000.0,0.8660254037844386
13.0863,20.1865,34.99,117.75465333333334,121.119,1,121.119,5,13,42.6012,0.8660254037844387,2007,592,6.0,80.746,,0.5000000000000001,6,5150.0,0.49999999999999994
713.0798,672.294,1120.49,2969.2984999999994,2689.176,11,2689.176,81,66,-163.1432,0.8660254037844384,2007,832,4.0,4706.058,40,-0.4285714285714286,2,2500.0,-0.5000000000000004
1265.6195,1242.8518,2319.99,12428.518,9942.8144,10,9942.8144,63,241,-182.1416,0.5000000000000001,2006,1430,8.0,12428.518,42,-0.20000000000000007,6,5150.0,-0.8660254037844386
15.6709,18.995,37.99,581.247,626.835,10,564.1515,132,3,47.0118,0.5000000000000001,2006,318,33.0,581.247,L,-0.029411764705882186,1,5000.0,-0.8660254037844386
1251.9813,1229.4589,2294.99,5737.4748666666665,2458.9178,5,2458.9178,65,298,-45.0448,-0.8660254037844387,2007,1220,2.0,7376.7534,38,-0.6666666666666666,10,5000.0,0.49999999999999994
1481.9379,1430.442,2384.07,1478.1234,1430.442,3,1430.442,204,589,-51.4959,6.123233995736766e-17,2008,1160,1.0,1430.442,46,0.0,8,75.0,1.0
1554.9479,1466.01,2443.35,3490.5,5864.04,7,5864.04,76,13,-355.7516,-0.8660254037844388,2007,592,4.0,1308.9375,44,3.48,6,5150.0,-0.4999999999999997
1518.7864,1466.01,2443.35,4398.03,4398.03,9,4398.03,73,352,-158.3292,-1.8369701987210297e-16,2006,798,3.0,0.0,48,,5,4100.0,-1.0
110.2829,149.031,248.385,149.031,149.031,12,149.031,99,150,38.7481,1.0,2006,878,1.0,0.0,,,2,4100.0,-2.4492935982947064e-16
27.4925,37.152,61.92,164.36933333333334,74.304,11,74.304,91,276,19.319,0.8660254037844384,2007,808,2.0,222.912,,-0.6666666666666666,7,985.0,-0.5000000000000004
713.0798,600.2625,1120.49,1800.7875,1800.7875,8,1800.7875,81,113,-338.4519,-0.5000000000000004,2006,1992,3.0,0.0,40,,4,2500.0,-0.8660254037844384
747.2002,744.2727,1364.5,1488.5454,744.2727,1,744.2727,23,225,-2.9275,0.8660254037844387,2007,874,1.0,744.2727,38,0.0,4,2000.0,0.49999999999999994
1481.9379,953.628,2384.07,9154.8288,11443.536,7,9154.8288,207,430,-8628.426,-0.8660254037844388,2007,538,12.0,0.0,60,,8,75.0,-0.4999999999999997
26.1763,41.994,69.99,209.97,209.97,12,209.97,135,165,79.0885,1.0,2007,1322,5.0,0.0,S,,6,5150.0,-2.4492935982947064e-16
1481.9379,953.628,2384.07,1525.8048,1907.256,7,1525.8048,207,463,-1438.071,-0.8660254037844388,2007,1990,2.0,0.0,60,,4,2000.0,-0.4999999999999997
486.7066,469.794,782.99,469.794,469.794,3,469.794,33,398,-16.9126,6.123233995736766e-17,2007,1916,1.0,469.794,48,0.0,6,5150.0,1.0
1554.9479,1308.9375,2443.35,3926.8125,3926.8125,9,3926.8125,77,115,-738.0312,-1.8369701987210297e-16,2006,296,3.0,0.0,48,,3,2500.0,-1.0
53.9416,72.894,121.49,218.682,291.576,3,291.576,245,397,75.8096,6.123233995736766e-17,2008,1844,4.0,218.682,,0.3333333333333335,10,5000.0,1.0
360.9428,356.898,594.83,681.3507,1070.694,10,1070.694,101,222,-12.1344,0.5000000000000001,2007,762,3.0,1070.694,38,0.0,1,3500.0,-0.8660254037844386
27.568,37.254,62.09,37.254,37.254,7,37.254,189,211,9.686,-0.8660254037844388,2007,534,1.0,0.0,,,10,5000.0,-0.4999999999999997
486.7066,469.794,782.99,469.794,469.794,9,469.794,35,386,-16.9126,-1.8369701987210297e-16,2006,1376,1.0,0.0,58,,4,2000.0,-1.0
17.9776,24.294,40.49,121.47,121.47,9,121.47,188,352,31.582,-1.8369701987210297e-16,2007,798,5.0,0.0,,,5,2500.0,-1.0
294.5797,323.994,539.99,323.994,971.982,10,971.982,241,24,88.2429,0.5000000000000001,2007,1046,3.0,323.994,44,1.9999999999999996,5,6700.0,-0.8660254037844386
13.0863,20.1865,34.99,60.5595,80.746,2,80.746,2,43,28.4008,0.5000000000000001,2006,348,4.0,80.746,,0.0,3,2000.0,0.8660254037844386
8.2459,11.994,19.99,41.979,59.97,1,59.97,118,230,18.7405,0.8660254037844387,2007,954,5.0,11.994,,4.0,3,2000.0,0.49999999999999994
26.1763,41.994,69.99,251.964,251.964,8,251.964,137,323,94.9062,-0.5000000000000004,2007,1858,6.0,0.0,L,,3,4100.0,-0.8660254037844384
1481.9379,1430.442,2384.07,1430.442,5721.768,11,5721.768,216,508,-205.9836,0.8660254037844384,2007,1262,4.0,1430.442,46,3.0,7,985.0,-0.5000000000000004
101.8936,137.694,229.49,826.164,826.164,12,826.164,86,163,214.8024,1.0,2006,1296,6.0,826.164,,0.0,4,2000.0,-2.4492935982947064e-16
486.7066,419.4589,782.99,419.4589,419.4589,9,419.4589,38,168,-67.2477,-1.8369701987210297e-16,2005,1364,1.0,0.0,52,,6,500.0,-1.0
1554.9479,1308.9375,2443.35,3926.8125,7853.625,12,7853.625,75,145,-1476.0624,1.0,2006,814,6.0,3926.8125,58,1.0,5,6700.0,-2.4492935982947064e-16
360.9428,324.4527,594.83,648.9054,648.9054,9,648.9054,112,382,-72.9802,-1.8369701987210297e-16,2006,1336,2.0,0.0,44,,4,2000.0,-1.0
598.4354,647.994,1079.99,1295.988,1295.988,9,1295.988,70,378,99.1172,-1.8369701987210297e-16,2006,1278,2.0,0.0,44,,4,2000.0,-1.0
343.6496,323.994,539.99,647.988,647.988,12,647.988,247,341,-39.3112,1.0,2007,506,2.0,647.988,48,0.0,4,4100.0,-2.4492935982947064e-16
461.4448,334.0575,742.35,1703.69325,2004.345,8,1703.69325,229,484,-1064.9755,-0.5000000000000004,2007,656,6.0,0.0,50,,1,5000.0,-0.8660254037844384
38.4923,28.8404,49.99,144.202,144.202,9,144.202,7,343,-48.2595,-1.8369701987210297e-16,2006,516,5.0,0.0,M,,3,3550.0,-1.0
179.8156,242.994,404.99,1943.952,728.982,12,728.982,201,338,189.5352,1.0,2007,472,3.0,1943.952,,-0.625,1,5000.0,-2.4492935982947064e-16
9.1593,14.1289,24.49,70.6445,42.3867,12,42.3867,127,338,14.9088,1.0,2006,472,3.0,70.6445,S,-0.39999999999999997,1,5000.0,-2.4492935982947064e-16
1265.6195,1242.8518,2319.99,6214.259,3728.5554,11,3728.5554,62,98,-68.3031,0.8660254037844384,2006,1332,3.0,6214.259,38,-0.39999999999999997,3,4100.0,-0.5000000000000004
144.5938,158.43,264.05,475.29,316.86,1,316.86,194,220,27.6724,0.8660254037844387,2008,692,2.0,316.86,40,0.0,2,2500.0,0.49999999999999994
41.5723,32.394,53.99,306.6632,129.576,1,129.576,146,231,-36.7132,0.8660254037844387,2008,982,4.0,451.3564,L,-0.7129186602870813,7,985.0,0.49999999999999994
461.4448,445.41,742.35,445.41,890.82,3,890.82,228,582,-32.0696,6.123233995736766e-17,2008,1042,2.0,445.41,44,1.0,9,5650.0,1.0
35.9596,48.594,80.99,48.594,48.594,9,48.594,190,386,12.6344,-1.8369701987210297e-16,2007,1376,1.0,0.0,,,4,2000.0,-1.0
486.7066,469.794,782.99,888.1343333333333,3288.558,10,3288.558,32,25,-118.3882,0.5000000000000001,2006,1050,7.0,986.5674,44,2.3333333333333335,3,2500.0,-0.8660254037844386
1265.6195,1242.8518,2319.99,3728.5554,3728.5554,7,3728.5554,63,9,-68.3031,-0.8660254037844388,2006,518,3.0,0.0,42,,1,3500.0,-0.4999999999999997
187.1571,183.9382,337.22,735.7528,735.7528,8,735.7528,13,113,-12.8756,-0.5000000000000004,2005,1992,4.0,0.0,60,,4,2500.0,-0.8660254037844384
146.5466,198.036,330.06,396.072,396.072,7,396.072,100,28,102.9788,-0.8660254037844388,2006,1184,2.0,0.0,,,4,3550.0,-0.4999999999999997
204.6251,183.9382,337.22,643.7837,183.9382,5,183.9382,17,302,-20.6869,-0.8660254037844387,2007,1266,1.0,735.7528,52,-0.7499999999999999,3,2000.0,0.49999999999999994
360.9428,324.4527,594.83,1297.8108,973.3581,11,973.3581,101,327,-109.4703,0.8660254037844384,2006,1944,3.0,1297.8108,38,-0.24999999999999994,4,2000.0,-0.5000000000000004
53.9282,72.876,121.46,364.38,364.38,8,364.38,157,314,94.739,-0.5000000000000004,2007,1424,5.0,0.0,,,1,3500.0,-0.8660254037844384
1554.9479,1466.01,2443.35,1797.6075,2932.02,10,2932.02,78,26,-177.8758,0.5000000000000001,2007,1086,2.0,1466.01,52,1.0,2,2500.0,-0.8660254037844386
204.6251,178.5808,337.22,357.1616,178.5808,10,178.5808,17,15,-26.0443,0.5000000000000001,2005,698,1.0,357.1616,52,-0.5,5,6700.0,-0.8660254037844386
9.1593,14.694,24.49,28.2578,88.164,8,88.164,127,304,33.2082,-0.5000000000000004,2007,1316,6.0,42.3867,S,1.0799920729851582,2,2500.0,-0.8660254037844384
136.785,149.874,249.79,149.874,149.874,8,149.874,183,101,13.089,-0.5000000000000004,2007,1362,1.0,0.0,48,,5,6700.0,-0.8660254037844384
1554.9479,1466.01,2443.35,2181.5625,1466.01,9,1466.01,77,144,-88.9379,-1.8369701987210297e-16,2007,812,1.0,2617.875,48,-0.44,6,5150.0,-1.0
1251.9813,1229.4589,2294.99,4917.8356,4917.8356,11,4917.8356,65,276,-90.0896,0.8660254037844384,2006,808,4.0,4917.8356,38,0.0,7,985.0,-0.5000000000000004
26.1763,41.994,69.99,146.97899999999998,41.994,3,41.994,136,392,15.8177,6.123233995736766e-17,2008,1798,1.0,125.982,M,-0.6666666666666666,6,5150.0,1.0
1481.9379,953.628,2384.07,2288.7072,2860.884,9,2288.7072,204,551,-2157.1065,-1.8369701987210297e-16,2007,480,3.0,0.0,46,,5,6700.0,-1.0
343.6496,323.994,539.99,1133.979,1619.97,3,1619.97,248,145,-98.278,6.123233995736766e-17,2008,814,5.0,1295.976,52,0.24999999999999992,5,6700.0,1.0
49.9789,67.539,112.565,135.078,135.078,1,135.078,105,14,35.1202,0.8660254037844387,2007,662,2.0,202.617,,-0.33333333333333326,4,4100.0,0.49999999999999994
133.2955,180.129,300.215,180.129,180.129,7,180.129,98,177,46.8335,-0.8660254037844388,2006,1948,1.0,0.0,,,2,4100.0,-0.4999999999999997
755.1508,668.1675,1214.85,10156.146,10690.68,8,10156.146,222,492,-1926.2668,-0.5000000000000004,2007,838,16.0,0.0,54,,1,3500.0,-0.8660254037844384
26.1763,41.994,69.99,125.982,167.976,12,167.976,136,548,63.2708,1.0,2007,446,4.0,125.982,M,0.3333333333333333,8,75.0,-2.4492935982947064e-16
2.9733,4.611,7.95,19.08,55.332,12,54.22536,143,551,18.5458,1.0,2007,480,12.0,19.08,,1.8420000000000003,5,6700.0,-2.4492935982947064e-16
1265.6195,1201.4234,2319.99,4971.4072,14417.0808,12,14128.739184,64,147,-1058.6948,1.0,2006,828,12.0,4971.4072,46,1.8419999842298174,6,5150.0,-2.4492935982947064e-16
486.7066,419.4589,782.99,838.9178,838.9178,10,838.9178,35,26,-134.4954,0.5000000000000001,2005,1086,2.0,0.0,58,,2,4100.0,-0.8660254037844386
461.4448,334.0575,742.35,1419.744375,1670.2875,8,1419.744375,211,471,-887.4796,-0.5000000000000004,2007,410,5.0,0.0,44,,9,5650.0,-0.8660254037844384
3.3623,5.394,8.99,29.666999999999998,5.394,3,5.394,140,334,2.0317,6.123233995736766e-17,2008,382,1.0,32.364,M,-0.8333333333333334,3,2500.0,1.0
204.6251,183.9382,337.22,735.7528,735.7528,4,735.7528,17,230,-82.7476,-0.4999999999999998,2007,954,4.0,551.8146,52,0.3333333333333332,3,2000.0,0.8660254037844387
38.4923,28.8404,49.99,253.99400666666665,144.202,4,144.202,8,230,-48.2595,-0.4999999999999998,2007,954,5.0,173.0424,L,-0.1666666666666666,3,2000.0,0.8660254037844387
144.5938,158.43,264.05,316.86,475.29,12,475.29,194,413,41.5086,1.0,2007,308,3.0,316.86,40,0.5,3,4100.0,-2.4492935982947064e-16
1251.9813,1376.994,2294.99,5532.56505,1376.994,8,1376.994,67,297,125.0127,-0.5000000000000004,2007,1202,1.0,6147.2945,46,-0.775999994794458,5,6700.0,-0.8660254037844384
713.0798,600.2625,1120.49,1800.7875000000001,3001.3125,2,3001.3125,82,263,-564.0865,0.5000000000000001,2007,598,5.0,1200.525,42,1.4999999999999998,4,0.0,0.8660254037844386
15.6709,22.794,37.99,91.176,68.382,1,68.382,131,216,21.3693,0.8660254037844387,2007,590,3.0,91.176,M,-0.24999999999999997,7,985.0,0.49999999999999994
13.0863,20.1865,34.99,80.746,80.746,9,80.746,1,333,28.4008,-1.8369701987210297e-16,2006,324,4.0,0.0,,,6,5150.0,-1.0
486.7066,469.794,782.99,1879.176,469.794,10,469.794,37,230,-16.9126,0.5000000000000001,2006,954,1.0,1879.176,44,-0.7500000000000001,3,2000.0,-0.8660254037844386
294.5797,323.994,539.99,485.99100000000004,647.988,3,647.988,239,201,58.8286,6.123233995736766e-17,2008,1246,2.0,323.994,40,1.0,1,5000.0,1.0
360.9428,356.898,594.83,1038.2486999999999,356.898,1,356.898,113,223,-4.0448,0.8660254037844387,2008,768,1.0,1070.694,48,-0.6666666666666666,6,5150.0,0.49999999999999994
739.041,736.1455,1349.6,736.1455,736.1455,12,736.1455,22,354,-2.8955,1.0,2006,862,1.0,736.1455,38,0.0,4,2000.0,-2.4492935982947064e-16
343.6496,323.994,539.99,647.988,323.994,12,323.994,227,350,-19.6556,1.0,2007,776,1.0,647.988,58,-0.5,4,3550.0,-2.4492935982947064e-16
343.6496,323.994,539.99,647.988,647.988,9,647.988,247,132,-39.3112,-1.8369701987210297e-16,2007,672,2.0,0.0,48,,3,4100.0,-1.0
360.9428,324.4527,594.83,648.9054,324.4527,6,324.4527,112,132,-36.4901,-1.0,2007,672,1.0,324.4527,44,0.0,3,4100.0,1.2246467991473532e-16
27.568,37.254,62.09,149.016,74.508,2,74.508,189,256,19.372,0.5000000000000001,2008,422,2.0,149.016,,-0.5,2,2500.0,0.8660254037844386
486.7066,419.4589,782.99,1048.64725,419.4589,2,419.4589,35,76,-67.2477,0.5000000000000001,2006,974,1.0,1677.8356,58,-0.75,2,4100.0,0.8660254037844386
713.0798,600.2625,1120.49,1200.525,1800.7875,1,1800.7875,84,28,-338.4519,0.8660254037844387,2007,1184,3.0,1200.525,48,0.49999999999999983,4,3550.0,0.49999999999999994
755.1508,728.91,1214.85,1457.82,1457.82,7,1457.82,220,450,-52.4816,-0.8660254037844388,2007,1036,2.0,0.0,46,,2,2500.0,-0.4999999999999997
1912.1544,2039.994,3399.99,12239.964,4079.988,2,4079.988,40,95,255.6792,0.5000000000000001,2006,1270,2.0,12239.964,42,-0.6666666666666667,1,5000.0,0.8660254037844386
47.286,63.9,106.5,127.8,127.8,7,127.8,198,442,33.228,-0.8660254037844388,2007,720,2.0,0.0,,,6,500.0,-0.4999999999999997
598.4354,647.994,1079.99,1295.988,1295.988,9,1295.988,70,139,99.1172,-1.8369701987210297e-16,2006,764,2.0,0.0,44,,1,3550.0,-1.0
486.7066,419.4589,782.99,419.4589,419.4589,8,419.4589,36,75,-67.2477,-0.5000000000000004,2005,970,1.0,0.0,60,,6,500.0,-0.8660254037844384
30.9334,44.994,74.99,314.95799999999997,224.97,2,224.97,123,63,70.303,0.5000000000000001,2007,794,5.0,179.976,L,0.25,6,500.0,0.8660254037844386
343.6496,323.994,539.99,1619.97,647.988,1,647.988,247,34,-39.3112,0.8660254037844387,2008,1414,2.0,1943.964,48,-0.6666666666666666,4,3550.0,0.49999999999999994
38.4923,29.994,49.99,161.86662533333333,149.97,12,149.97,8,378,-42.4915,1.0,2007,1278,5.0,312.557476,L,-0.5201842492482887,4,2000.0,-2.4492935982947064e-16
199.8519,200.052,333.42,200.052,200.052,8,200.052,159,513,0.2001,-0.5000000000000004,2007,1304,1.0,0.0,54,,1,3900.0,-0.8660254037844384
461.4448,445.41,742.35,952.063875,445.41,2,445.41,229,519,-16.0348,0.5000000000000001,2008,1440,1.0,1336.23,50,-0.6666666666666666,10,5000.0,0.8660254037844386
27.568,37.254,62.09,74.508,74.508,8,74.508,186,298,19.372,-0.5000000000000004,2007,1220,2.0,0.0,,,10,5000.0,-0.8660254037844384
26.9708,36.447,60.745,109.341,109.341,8,109.341,96,329,28.4286,-0.5000000000000004,2006,1972,3.0,0.0,,,6,5150.0,-0.8660254037844384
1481.9379,1430.442,2384.07,5721.768,4291.326,11,4291.326,216,482,-154.4877,0.8660254037844384,2007,582,3.0,5721.768,46,-0.25,8,75.0,-0.5000000000000004
1898.0944,2024.994,3374.99,6074.982,2024.994,2,2024.994,45,103,126.8996,0.5000000000000001,2006,1438,1.0,8099.976,44,-0.75,1,5000.0,0.8660254037844386
15.6709,22.794,37.99,148.161,68.382,3,68.382,131,139,21.3693,6.123233995736766e-17,2007,764,3.0,91.176,M,-0.24999999999999997,1,3550.0,1.0
9.1593,14.694,24.49,84.88009733333332,58.776,1,58.776,127,220,22.1388,0.8660254037844387,2008,692,4.0,73.47,S,-0.19999999999999996,2,2500.0,0.49999999999999994
461.4448,445.41,742.35,1762.1533125,890.82,2,890.82,208,476,-32.0696,0.5000000000000001,2008,482,2.0,2672.46,54,-0.6666666666666666,7,985.0,0.8660254037844386
30.9334,44.994,74.99,224.97,314.958,10,314.958,121,28,98.4242,0.5000000000000001,2006,1184,7.0,224.97,S,0.40000000000000013,4,3550.0,-0.8660254037844386
13.0863,20.1865,34.99,50.46625,40.373,3,40.373,5,398,14.2004,6.123233995736766e-17,2007,1916,2.0,40.373,,0.0,6,5150.0,1.0
486.7066,419.4589,782.99,419.4589,419.4589,7,419.4589,38,11,-67.2477,-0.8660254037844388,2005,574,1.0,0.0,52,,1,3500.0,-0.4999999999999997
486.7066,469.794,782.99,3263.76348,939.588,3,939.588,38,166,-33.8252,6.123233995736766e-17,2007,1356,2.0,1409.382,52,-0.33333333333333337,2,2500.0,1.0
1554.9479,1466.01,2443.35,4398.03,1466.01,10,1466.01,78,457,-88.9379,0.5000000000000001,2007,1198,1.0,4398.03,52,-0.6666666666666666,8,75.0,-0.8660254037844386
23.749,34.925,63.5,497.68125,523.875,7,497.68125,134,245,141.4462,-0.8660254037844388,2007,1840,15.0,0.0,M,,6,5150.0,-0.4999999999999997
6.9223,5.0136,8.99,25.9325,70.1904,12,68.786592,6,128,-28.1256,1.0,2006,642,14.0,20.746,,2.3156556444615832,4,2500.0,-2.4492935982947064e-16
6.9223,5.394,8.99,26.209166666666665,37.758,12,37.758,6,353,-10.6981,1.0,2007,802,7.0,21.576,,0.7500000000000001,1,3900.0,-2.4492935982947064e-16
1265.6195,1242.8518,2319.99,6214.259,6214.259,8,6214.259,64,276,-113.8385,-0.5000000000000004,2006,808,5.0,0.0,46,,7,985.0,-0.8660254037844384
461.4448,445.41,742.35,587.3844375,445.41,2,445.41,215,494,-16.0348,0.5000000000000001,2008,946,1.0,890.82,62,-0.5,7,985.0,0.8660254037844386
739.041,809.76,1349.6,3067.272833333334,809.76,11,809.76,22,283,70.719,0.8660254037844384,2007,976,1.0,4048.8,38,-0.7999999999999999,4,4100.0,-0.5000000000000004
713.0798,600.2625,1120.49,1200.525,600.2625,2,600.2625,82,264,-112.8173,0.5000000000000001,2007,602,1.0,1200.525,42,-0.5,10,5000.0,0.8660254037844386
