list_price,standard_cost,current_month_gross_sales,rolling_avg_sales_3m,avg_unit_price,previous_month_sales,month_cos,month_num,product_model_name,customer_key,store_id,current_month_margin_amount,current_month_order_qty,current_month_net_sales,year_num,bonus,quarter_num,month_sin,territory_id
34.99,13.0863,100.9325,100.9325,20.1865,0.0,-0.5000000000000004,8,Sport-100,42,346,35.501,5.0,100.9325,2005,5000.0,3,-0.8660254037844384,6
106.5,47.286,127.8,127.8,63.9,0.0,-1.8369701987210297e-16,9,Front Brakes,585,1080,33.228,2.0,127.8,2007,6700.0,3,-1.0,5
59.99,24.7459,359.94,179.97,35.994,143.976,0.8660254037844387,1,Men's Sports Shorts,225,874,112.481,10.0,359.94,2007,2000.0,1,0.49999999999999994,4
175.49,77.9176,105.294,105.294,105.294,0.0,-0.8660254037844388,7,LL Crankset,463,1990,27.3764,1.0,105.294,2007,2000.0,3,-0.4999999999999997,4
61.92,27.4925,37.152,82.18466666666667,37.152,111.456,0.8660254037844384,11,ML Mountain Handlebars,297,1202,9.6595,1.0,37.152,2007,6700.0,4,-0.5000000000000004,5
2294.99,1251.9813,7376.7534,7376.7534,1229.4589,0.0,0.5000000000000001,10,Mountain-200,247,1878,-135.1344,6.0,7376.7534,2006,4100.0,4,-0.8660254037844386,2
539.99,294.5797,971.982,971.982,323.994,0.0,1.0,12,Mountain-500,616,1890,88.2429,3.0,971.982,2007,3900.0,4,-2.4492935982947064e-16,1
49.99,38.4923,115.3616,221.60932,28.8404,115.3616,6.123233995736766e-17,3,Long-Sleeve Logo Jersey,389,1426,-38.6076,4.0,115.3616,2007,3550.0,1,1.0,4
74.99,30.9334,134.982,314.95799999999997,44.994,449.94,0.8660254037844387,1,Women's Tights,236,1234,42.1818,3.0,134.982,2007,985.0,1,0.49999999999999994,7
782.99,486.7066,838.9178,838.9178,419.4589,0.0,-1.0,6,Road-650,173,1968,-134.4954,2.0,838.9178,2006,2500.0,2,1.2246467991473532e-16,4
1079.99,598.4354,647.994,647.994,647.994,647.994,6.123233995736766e-17,3,Mountain-300,165,1322,49.5586,1.0,647.994,2007,5150.0,1,1.0,6
539.99,294.5797,1619.97,1133.979,323.994,1295.976,0.8660254037844387,1,Mountain-500,9,518,147.0715,5.0,1619.97,2008,3500.0,1,0.49999999999999994,1
80.99,35.9596,48.594,97.188,48.594,97.188,1.0,12,HL Mountain Pedal,374,1188,12.6344,1.0,48.594,2007,2500.0,4,-2.4492935982947064e-16,3
564.99,308.2179,1016.982,1016.982,338.994,0.0,0.8660254037844384,11,Mountain-500,277,848,92.3283,3.0,1016.982,2007,4100.0,4,-0.5000000000000004,4
782.99,486.7066,469.794,469.794,469.794,0.0,-1.8369701987210297e-16,9,Road-650,353,802,-16.9126,1.0,469.794,2006,5000.0,3,-1.0,1
37.99,15.6709,113.97,113.97,22.794,0.0,-0.5000000000000004,8,Full-Finger Gloves,40,340,35.6155,5.0,113.97,2006,6700.0,3,-0.8660254037844384,5
782.99,486.7066,419.4589,419.4589,419.4589,0.0,-1.8369701987210297e-16,9,Road-650,124,520,-67.2477,1.0,419.4589,2005,4100.0,3,-1.0,2
236.025,104.7951,424.845,424.845,141.615,424.845,0.8660254037844384,11,ML Mountain Rear Wheel,313,1422,110.4597,3.0,424.845,2006,4100.0,4,-0.5000000000000004,2
52.64,23.3722,126.336,126.336,31.584,0.0,-1.8369701987210297e-16,9,HL Touring Seat/Saddle,558,626,32.8472,4.0,126.336,2007,5150.0,3,-1.0,6
8.99,6.9223,15.5595,15.5595,5.1865,15.5595,1.0,12,Cycling Cap,378,1278,-5.2074,3.0,15.5595,2006,2000.0,4,-2.4492935982947064e-16,4
2443.35,1554.9479,1466.01,3263.6175000000003,1466.01,2932.02,6.123233995736766e-17,3,Road-250,115,296,-88.9379,1.0,1466.01,2008,4100.0,1,1.0,3
782.99,486.7066,838.9178,838.9178,419.4589,0.0,1.0,12,Road-650,172,1934,-134.4954,2.0,838.9178,2005,2500.0,4,-2.4492935982947064e-16,4
1700.99,1082.51,4082.376,4082.376,1020.594,0.0,-0.5000000000000004,8,Road-350-W,258,474,-247.664,4.0,4082.376,2007,3550.0,3,-0.8660254037844384,4
348.76,185.8193,627.768,418.512,209.256,418.512,0.8660254037844387,1,ML Mountain Frame,238,1294,70.3101,3.0,627.768,2007,4100.0,1,0.49999999999999994,4
8.99,6.9223,36.3055,12.101833333333333,5.1865,15.5595,-0.5000000000000004,8,Cycling Cap,41,344,-12.1506,7.0,36.3055,2006,4100.0,3,-0.8660254037844384,2
53.99,41.5723,129.576,64.788,32.394,64.788,0.8660254037844384,11,Short-Sleeve Classic Jersey,272,732,-36.7132,4.0,129.576,2007,5150.0,4,-0.5000000000000004,6
337.22,187.1571,183.9382,183.9382,183.9382,183.9382,-0.8660254037844387,5,LL Road Frame,41,344,-3.2189,1.0,183.9382,2006,4100.0,2,0.49999999999999994,2
236.025,104.7951,283.23,708.075,141.615,708.075,6.123233995736766e-17,3,ML Mountain Rear Wheel,374,1188,73.6398,2.0,283.23,2007,2500.0,1,1.0,3
1120.49,713.0798,1344.588,3001.3125,672.294,3001.3125,-0.8660254037844388,7,Road-550-W,222,762,-81.5716,2.0,1344.588,2007,3500.0,3,-0.4999999999999997,1
53.99,41.5723,161.97,161.97,32.394,161.97,1.0,12,Short-Sleeve Classic Jersey,536,294,-45.8915,5.0,161.97,2007,2000.0,4,-2.4492935982947064e-16,4
1349.6,739.041,1472.291,1472.291,736.1455,736.1455,-0.4999999999999998,4,HL Mountain Frame,225,874,-5.791,2.0,1472.291,2007,2000.0,2,0.8660254037844387,4
337.22,204.6251,606.996,521.1582,202.332,1011.66,1.0,12,LL Road Frame,396,1842,-6.8793,3.0,606.996,2007,985.0,4,-2.4492935982947064e-16,7
1120.49,713.0798,600.2625,1800.7875,600.2625,1800.7875,-0.4999999999999998,4,Road-550-W,35,1418,-112.8173,1.0,600.2625,2007,5150.0,2,0.8660254037844387,6
782.99,486.7066,419.4589,419.4589,419.4589,0.0,0.5000000000000001,2,Road-650,193,1478,-67.2477,1.0,419.4589,2006,2000.0,1,0.8660254037844386,4
2294.99,1251.9813,5507.976,2753.988,1376.994,2753.988,0.8660254037844384,11,Mountain-200,507,1252,500.0508,4.0,5507.976,2007,5150.0,4,-0.5000000000000004,6
63.5,23.749,190.5,228.60000000000002,38.1,152.4,6.123233995736766e-17,3,Classic Vest,394,1830,71.755,5.0,190.5,2008,985.0,1,1.0,7
1079.99,598.4354,3239.97,3239.97,647.994,3239.97,0.5000000000000001,10,Mountain-300,215,570,247.793,5.0,3239.97,2006,0.0,4,-0.8660254037844386,4
1003.91,601.7437,3011.73,3011.73,602.346,0.0,-1.8369701987210297e-16,9,HL Touring Frame,558,626,3.0115,5.0,3011.73,2007,5150.0,3,-1.0,6
37.99,15.6709,227.94,280.715708,22.794,280.715708,1.0,12,Full-Finger Gloves,395,1836,71.231,10.0,227.94,2006,2500.0,4,-2.4492935982947064e-16,4
1079.99,598.4354,3239.97,2591.976,647.994,2591.976,0.8660254037844384,11,Mountain-300,111,1970,247.793,5.0,3239.97,2006,2000.0,4,-0.5000000000000004,1
34.99,13.0863,20.1865,20.1865,20.1865,0.0,-0.8660254037844388,7,Sport-100,26,1086,7.1002,1.0,20.1865,2005,4100.0,3,-0.4999999999999997,2
742.35,461.4448,1002.1725,851.846625,334.0575,0.0,-0.5000000000000004,8,Touring-3000,530,1874,-532.4878,3.0,851.846625,2007,3550.0,3,-0.8660254037844384,4
8.99,6.9223,15.5595,8.644166666666665,5.1865,15.5595,-0.8660254037844387,5,Cycling Cap,41,344,-5.2074,3.0,15.5595,2006,4100.0,2,0.49999999999999994,2
49.99,38.4923,115.3616,201.8828,28.8404,288.404,6.123233995736766e-17,3,Long-Sleeve Logo Jersey,167,1358,-38.6076,4.0,115.3616,2006,2500.0,1,1.0,3
2384.07,1481.9379,1430.442,2288.7072,1430.442,2288.7072,0.8660254037844384,11,Touring-1000,510,1276,-51.4959,1.0,1430.442,2007,5150.0,4,-0.5000000000000004,6
34.99,13.0863,41.988,41.988,20.994,0.0,-1.8369701987210297e-16,9,Sport-100,623,1950,15.8154,2.0,41.988,2007,5650.0,3,-1.0,9
1120.49,713.0798,1344.588,2841.2425,672.294,2016.882,0.5000000000000001,2,Road-550-W,256,422,-81.5716,2.0,1344.588,2008,2500.0,1,0.8660254037844386,2
53.99,41.5723,161.97,161.97,32.394,0.0,-1.8369701987210297e-16,9,Short-Sleeve Classic Jersey,581,1038,-45.8915,5.0,161.97,2007,5650.0,3,-1.0,9
782.99,486.7066,939.588,889.2529000000001,469.794,1409.382,0.8660254037844384,11,Road-650,64,816,-33.8252,2.0,939.588,2006,3550.0,4,-0.5000000000000004,4
782.99,486.7066,419.4589,419.4589,419.4589,419.4589,6.123233995736766e-17,3,Road-650,132,672,-67.2477,1.0,419.4589,2006,2500.0,1,1.0,3
782.99,486.7066,2348.97,2348.97,469.794,0.0,1.0,12,Road-650,337,432,-84.563,5.0,2348.97,2006,5000.0,4,-2.4492935982947064e-16,10
49.99,38.4923,115.3616,100.94139999999999,28.8404,86.5212,-0.4999999999999998,4,Long-Sleeve Logo Jersey,224,792,-38.6076,4.0,115.3616,2007,6700.0,2,0.8660254037844387,5
264.05,144.5938,792.15,633.72,158.43,633.72,1.0,12,LL Mountain Frame,557,624,69.181,5.0,792.15,2007,5650.0,4,-2.4492935982947064e-16,9
2294.99,1251.9813,11065.1301,11065.1301,1229.4589,0.0,-0.8660254037844388,7,Mountain-200,218,664,-202.7016,9.0,11065.1301,2006,4100.0,3,-0.4999999999999997,2
782.99,486.7066,1677.8356,1258.3767,419.4589,419.4589,-0.8660254037844387,5,Road-650,54,600,-268.9908,4.0,1677.8356,2006,5000.0,2,0.49999999999999994,1
1349.6,739.041,2208.4365,1472.291,736.1455,1472.291,1.0,12,HL Mountain Frame,374,1188,-8.6865,3.0,2208.4365,2006,4100.0,4,-2.4492935982947064e-16,3
49.99,38.4923,239.952,127.66680000000001,29.994,209.958,0.5000000000000001,10,Long-Sleeve Logo Jersey,251,1976,-67.9864,8.0,239.952,2007,2500.0,4,-0.8660254037844386,3
1003.91,601.7437,1204.692,1204.692,602.346,0.0,-0.8660254037844388,7,HL Touring Frame,462,1888,1.2046,2.0,1204.692,2007,5000.0,3,-0.4999999999999997,1
2294.99,1251.9813,4130.982,6688.256533333334,1376.994,2753.988,6.123233995736766e-17,3,Mountain-200,397,1844,375.0381,3.0,4130.982,2008,5000.0,1,1.0,10
300.215,133.2955,180.129,180.129,180.129,0.0,-0.8660254037844388,7,HL Mountain Front Wheel,236,1234,46.8335,1.0,180.129,2006,985.0,3,-0.4999999999999997,7
539.99,294.5797,1295.976,1295.976,323.994,0.0,-1.8369701987210297e-16,9,Mountain-500,402,1994,117.6572,4.0,1295.976,2007,4100.0,3,-1.0,3
264.05,144.5938,475.29,475.29,158.43,0.0,-0.5000000000000004,8,LL Mountain Frame,491,834,41.5086,3.0,475.29,2007,75.0,3,-0.8660254037844384,8
49.99,38.4923,115.3616,115.3616,28.8404,0.0,-0.8660254037844388,7,Long-Sleeve Logo Jersey,210,366,-38.6076,4.0,115.3616,2006,6700.0,3,-0.4999999999999997,5
264.05,144.5938,475.29,475.29,158.43,0.0,-1.8369701987210297e-16,9,LL Mountain Frame,359,928,41.5086,3.0,475.29,2007,5150.0,3,-1.0,6
63.5,23.749,228.6,228.6,38.1,228.6,0.8660254037844384,11,Classic Vest,534,1940,86.106,6.0,228.6,2007,500.0,4,-0.5000000000000004,6
52.64,23.3722,157.92,126.336,31.584,126.336,0.5000000000000001,2,HL Mountain Seat/Saddle 2,276,808,41.059,5.0,157.92,2008,985.0,1,0.8660254037844386,7
7.95,2.9733,59.943,58.74414,4.611,0.0,-1.8369701987210297e-16,9,Bike Wash,128,642,20.0912,13.0,58.74414,2007,4100.0,3,-1.0,4
594.83,360.9428,356.898,486.67904999999996,356.898,648.9054,-1.8369701987210297e-16,9,ML Road Frame-W,394,1830,-4.0448,1.0,356.898,2007,985.0,3,-1.0,7
62.09,27.568,37.254,37.254,37.254,0.0,0.5000000000000001,10,ML Road Pedal,34,1414,9.686,1.0,37.254,2007,3550.0,4,-0.8660254037844386,4
782.99,486.7066,419.4589,978.7374333333333,419.4589,419.4589,-0.8660254037844387,5,Road-650,86,1134,-67.2477,1.0,419.4589,2006,2000.0,2,0.49999999999999994,4
337.22,204.6251,183.9382,459.8455,183.9382,735.7528,6.123233995736766e-17,3,LL Road Frame,351,786,-20.6869,1.0,183.9382,2007,2500.0,1,1.0,2
91.49,40.6216,54.894,109.788,54.894,109.788,0.8660254037844384,11,Front Derailleur,515,1384,14.2724,1.0,54.894,2007,985.0,4,-0.5000000000000004,7
742.35,461.4448,2672.46,2271.591,334.0575,0.0,-0.5000000000000004,8,Touring-3000,508,1262,-1419.9674,8.0,2271.591,2007,985.0,3,-0.8660254037844384,7
782.99,486.7066,939.588,939.588,469.794,939.588,0.5000000000000001,2,Road-650,327,1944,-33.8252,2.0,939.588,2007,2000.0,1,0.8660254037844386,4
1349.6,739.041,1472.291,721.8513666666666,736.1455,736.1455,0.8660254037844384,11,HL Mountain Frame,46,370,-5.791,2.0,1472.291,2006,2000.0,4,-0.5000000000000004,4
564.99,308.2179,677.988,677.988,338.994,0.0,-1.8369701987210297e-16,9,Mountain-500,333,324,61.5522,2.0,677.988,2007,5150.0,3,-1.0,6
120.27,53.3999,72.162,101.6828,72.162,72.162,0.5000000000000001,10,HL Mountain Handlebars,37,1882,18.7621,1.0,72.162,2007,5150.0,4,-0.8660254037844386,6
1120.49,713.0798,2689.176,5054.744045333333,672.294,3601.575,-0.8660254037844388,7,Road-550-W,35,1418,-163.1432,4.0,2689.176,2007,5150.0,3,-0.4999999999999997,6
1214.85,755.1508,1457.82,728.91,728.91,728.91,6.123233995736766e-17,3,Touring-2000,619,1914,-52.4816,2.0,1457.82,2008,75.0,1,1.0,8
8.99,6.9223,5.1865,5.1865,5.1865,0.0,1.0,12,Cycling Cap,203,1460,-1.7358,1.0,5.1865,2005,6700.0,4,-2.4492935982947064e-16,5
69.99,26.1763,41.994,41.994,41.994,0.0,-0.5000000000000004,8,Women's Mountain Shorts,282,962,15.8177,1.0,41.994,2007,985.0,3,-0.8660254037844384,7
337.22,204.6251,551.8146,488.7160666666667,183.9382,183.9382,-0.4999999999999998,4,LL Road Frame,35,1418,-62.0607,3.0,551.8146,2007,5150.0,2,0.8660254037844387,6
1079.99,598.4354,2591.976,1619.9850000000001,647.994,2591.976,0.5000000000000001,2,Mountain-300,303,1290,198.2344,4.0,2591.976,2007,2000.0,1,0.8660254037844386,1
782.99,486.7066,2348.97,2348.97,469.794,0.0,-1.8369701987210297e-16,9,Road-650,364,1026,-84.563,5.0,2348.97,2006,3550.0,3,-1.0,4
121.49,53.9416,364.47,364.47,72.894,364.47,0.5000000000000001,10,HL Bottom Bracket,241,1430,94.762,5.0,364.47,2007,5150.0,4,-0.8660254037844386,6
49.99,38.4923,28.8404,28.8404,28.8404,0.0,-0.5000000000000004,8,Long-Sleeve Logo Jersey,85,1126,-9.6519,1.0,28.8404,2005,2500.0,3,-0.8660254037844384,3
539.99,294.5797,323.994,971.982,323.994,971.982,0.5000000000000001,2,Mountain-500,47,372,29.4143,1.0,323.994,2008,4100.0,1,0.8660254037844386,4
120.0,44.88,432.0,432.0,72.0,0.0,-0.5000000000000004,8,Hitch Rack - 4-Bike,300,1242,162.72,6.0,432.0,2007,2000.0,3,-0.8660254037844384,3
49.99,38.4923,86.5212,215.54013999999998,28.8404,144.202,-0.8660254037844387,5,Long-Sleeve Logo Jersey,276,808,-28.9557,3.0,86.5212,2007,985.0,2,0.49999999999999994,7
24.49,9.1593,156.2462,134.94969600000002,14.2042,167.041392,0.8660254037844387,1,Half-Finger Gloves,458,1302,52.369,11.0,153.121276,2008,5000.0,1,0.49999999999999994,10
69.99,26.1763,209.97,621.686175,41.994,621.686175,0.5000000000000001,2,Women's Mountain Shorts,297,1202,79.0885,5.0,209.97,2008,6700.0,1,0.8660254037844386,5
2.29,0.8565,5.496,5.496,1.374,0.0,-0.8660254037844388,7,Patch kit,224,792,2.07,4.0,5.496,2007,6700.0,3,-0.4999999999999997,5
539.99,343.6496,1295.976,971.982,323.994,971.982,1.0,12,Road-750,337,432,-78.6224,4.0,1295.976,2007,5000.0,4,-2.4492935982947064e-16,10
63.5,23.749,266.7,266.7,38.1,0.0,-0.5000000000000004,8,Classic Vest,481,580,100.457,7.0,266.7,2007,5150.0,3,-0.8660254037844384,6
3578.27,2171.2942,4293.924,4293.924,2146.962,0.0,0.8660254037844384,11,Road-150,90,1182,-48.6644,2.0,4293.924,2005,6700.0,4,-0.5000000000000004,5
539.99,343.6496,971.982,971.982,323.994,0.0,-0.5000000000000004,8,Road-750,302,1266,-58.9668,3.0,971.982,2007,2000.0,3,-0.8660254037844384,3
8.99,6.9223,15.5595,15.5595,5.1865,10.373,0.8660254037844387,1,Cycling Cap,5,440,-5.2074,3.0,15.5595,2007,6700.0,1,0.49999999999999994,5
49.99,38.4923,230.7232,288.404,28.8404,288.404,0.5000000000000001,10,Long-Sleeve Logo Jersey,238,1294,-77.2152,8.0,230.7232,2006,2500.0,4,-0.8660254037844386,4
8.99,6.9223,15.5595,15.5595,5.1865,0.0,0.5000000000000001,10,Cycling Cap,21,908,-5.2074,3.0,15.5595,2005,500.0,4,-0.8660254037844386,6
1431.5,868.6342,1561.6364,1561.6364,780.8182,0.0,-0.5000000000000004,8,HL Road Frame,100,1350,-175.632,2.0,1561.6364,2006,6700.0,3,-0.8660254037844384,5
74.99,30.9334,224.97,179.976,44.994,134.982,0.5000000000000001,2,Women's Tights,301,1254,70.303,5.0,224.97,2007,2000.0,1,0.8660254037844386,4
37.99,15.6709,376.101,357.29595,20.8945,0.0,-1.8369701987210297e-16,9,Full-Finger Gloves,333,324,75.2198,18.0,357.29595,2006,5150.0,3,-1.0,6
337.22,204.6251,357.1616,357.1616,178.5808,0.0,-0.5000000000000004,8,LL Road Frame,76,974,-52.0886,2.0,357.1616,2005,4100.0,3,-0.8660254037844384,2
742.35,461.4448,445.41,567.89775,445.41,567.89775,6.123233995736766e-17,3,Touring-3000,571,860,-16.0348,1.0,445.41,2008,4100.0,1,1.0,3
53.99,41.5723,161.97,161.97,32.394,0.0,-1.8369701987210297e-16,9,Short-Sleeve Classic Jersey,536,294,-45.8915,5.0,161.97,2007,2000.0,3,-1.0,4
337.22,204.6251,809.328,889.0346,202.332,1011.66,0.8660254037844384,11,LL Road Frame,54,600,-9.1724,4.0,809.328,2007,0.0,4,-0.5000000000000004,1
1700.99,1082.51,5102.97,4082.376,1020.594,4082.376,0.5000000000000001,10,Road-350-W,227,932,-309.58,5.0,5102.97,2007,4100.0,4,-0.8660254037844386,4
4.99,1.8663,14.97,30.490896,2.994,34.035792,6.123233995736766e-17,3,Water Bottle,394,1830,5.6385,5.0,14.97,2008,985.0,1,1.0,7
1431.5,868.6342,758.0759,758.0759,758.0759,758.0759,-0.4999999999999998,4,HL Road Frame,14,662,-110.5583,1.0,758.0759,2006,2500.0,2,0.8660254037844387,4
2384.07,1481.9379,2860.884,2860.884,1430.442,0.0,-0.5000000000000004,8,Touring-1000,494,946,-102.9918,2.0,2860.884,2007,985.0,3,-0.8660254037844384,7
782.99,486.7066,2516.7534,838.9178,419.4589,838.9178,1.0,12,Road-650,141,800,-403.4862,6.0,2516.7534,2005,2500.0,4,-2.4492935982947064e-16,4
1700.99,1082.51,10205.94,10205.94,1020.594,0.0,-1.8369701987210297e-16,9,Road-350-W,396,1842,-619.16,10.0,10205.94,2007,985.0,3,-1.0,7
1700.99,1082.51,2041.188,2041.188,1020.594,2041.188,0.8660254037844384,11,Road-350-W,286,992,-123.832,2.0,2041.188,2007,3500.0,4,-0.5000000000000004,1
264.05,144.5938,475.29,633.72,158.43,633.72,1.0,12,LL Mountain Frame,594,1260,41.5086,3.0,475.29,2007,5000.0,4,-2.4492935982947064e-16,10
69.99,26.1763,209.97,167.976,41.994,167.976,1.0,12,Women's Mountain Shorts,379,1324,79.0885,5.0,209.97,2007,985.0,4,-2.4492935982947064e-16,7
2294.99,1251.9813,4130.982,4130.982,1376.994,0.0,1.0,12,Mountain-200,379,1324,375.0381,3.0,4130.982,2007,985.0,4,-2.4492935982947064e-16,7
59.99,24.7459,71.988,71.988,35.994,71.988,0.8660254037844384,11,Men's Sports Shorts,113,1992,22.4962,2.0,71.988,2006,2500.0,4,-0.5000000000000004,4
34.99,13.0863,134.5768,121.11912,16.8221,0.0,-0.8660254037844388,7,Sport-100,238,1294,16.4287,8.0,121.11912,2006,2500.0,3,-0.4999999999999997,4
3374.99,1898.0944,20249.94,2024.994,2024.994,2024.994,0.5000000000000001,10,Mountain-100,9,518,1268.996,10.0,20249.94,2005,3500.0,4,-0.8660254037844386,1
594.83,360.9428,324.4527,324.4527,324.4527,324.4527,0.5000000000000001,10,ML Road Frame-W,251,1976,-36.4901,1.0,324.4527,2006,4100.0,4,-0.8660254037844386,3
8.99,6.9223,98.89,54.116150000000005,4.9445,84.55095,1.0,12,Cycling Cap,147,828,-44.5005,20.0,93.9455,2007,5150.0,4,-2.4492935982947064e-16,6
782.99,486.7066,2818.764,1409.382,469.794,1409.382,0.8660254037844387,1,Road-650,212,548,-101.4756,6.0,2818.764,2007,2500.0,1,0.49999999999999994,2
249.79,136.785,599.496,299.748,149.874,299.748,0.8660254037844387,1,LL Mountain Frame,245,1840,52.356,4.0,599.496,2008,5150.0,1,0.49999999999999994,6
539.99,343.6496,3239.94,3239.94,323.994,0.0,-0.5000000000000004,8,Road-750,63,794,-196.556,10.0,3239.94,2007,500.0,3,-0.8660254037844384,6
594.83,360.9428,356.898,973.3581,356.898,1297.8108,1.0,12,ML Road Frame-W,128,642,-4.0448,1.0,356.898,2007,4100.0,4,-2.4492935982947064e-16,4
782.99,486.7066,4228.146,3227.037233333334,469.794,4228.146,0.5000000000000001,10,Road-650,13,592,-152.2134,9.0,4228.146,2006,5150.0,4,-0.8660254037844386,6
782.99,486.7066,838.9178,419.4589,419.4589,419.4589,-0.8660254037844387,5,Road-650,192,1458,-134.4954,2.0,838.9178,2006,2000.0,2,0.49999999999999994,4
248.385,110.2829,1192.248,745.155,149.031,745.155,0.8660254037844384,11,ML Road Front Wheel,302,1266,309.9848,8.0,1192.248,2006,2000.0,4,-0.5000000000000004,3
1079.99,598.4354,3887.964,3887.964,647.994,0.0,-0.5000000000000004,8,Mountain-300,303,1290,297.3516,6.0,3887.964,2006,2000.0,3,-0.8660254037844384,1
49.99,38.4923,318.9362,312.557476,28.9942,0.0,-0.5000000000000004,8,Long-Sleeve Logo Jersey,517,1420,-110.8578,11.0,312.557476,2007,75.0,3,-0.8660254037844384,8
564.99,308.2179,338.994,1016.982,338.994,1016.982,0.8660254037844384,11,Mountain-500,111,1970,30.7761,1.0,338.994,2007,2000.0,4,-0.5000000000000004,1
8.99,6.9223,51.865,43.105619999999995,5.1865,25.9325,-1.0,6,Cycling Cap,147,828,-17.358,10.0,51.865,2007,5150.0,2,1.2246467991473532e-16,6
121.49,53.9416,72.894,72.894,72.894,72.894,0.5000000000000001,10,HL Bottom Bracket,458,1302,18.9524,1.0,72.894,2007,5000.0,4,-0.8660254037844386,10
63.5,23.749,515.62,691.8071,36.83,469.2142,0.5000000000000001,2,Classic Vest,484,656,172.8216,14.0,505.3076,2008,5000.0,1,0.8660254037844386,1
1120.49,713.0798,600.2625,600.2625,600.2625,0.0,1.0,12,Road-550-W,166,1356,-112.8173,1.0,600.2625,2006,4100.0,4,-2.4492935982947064e-16,2
782.99,486.7066,939.588,855.6961666666666,469.794,469.794,0.8660254037844384,11,Road-650,54,600,-33.8252,2.0,939.588,2006,3900.0,4,-0.5000000000000004,1
782.99,486.7066,419.4589,419.4589,419.4589,0.0,-0.5000000000000004,8,Road-650,86,1134,-67.2477,1.0,419.4589,2005,2000.0,3,-0.8660254037844384,4
49.99,38.4923,89.982,38.45386666666666,29.994,28.8404,-1.8369701987210297e-16,9,Long-Sleeve Logo Jersey,346,638,-25.4949,3.0,89.982,2007,4100.0,3,-1.0,3
1700.99,1082.51,4082.376,4082.376,1020.594,0.0,-0.8660254037844388,7,Road-350-W,224,792,-247.664,4.0,4082.376,2007,6700.0,3,-0.4999999999999997,5
1120.49,713.0798,672.294,1600.7,672.294,2401.05,-0.5000000000000004,8,Road-550-W,64,816,-40.7858,1.0,672.294,2007,3550.0,3,-0.8660254037844384,4
1364.5,747.2002,1637.4,737.0467666666667,818.7,744.2727,0.8660254037844384,11,HL Mountain Frame,111,1970,142.9996,2.0,1637.4,2007,2000.0,4,-0.5000000000000004,1
2384.07,1481.9379,5721.768,5721.768,1430.442,0.0,-1.8369701987210297e-16,9,Touring-1000,570,856,-205.9836,4.0,5721.768,2007,5000.0,3,-1.0,10
34.99,13.0863,100.9325,47.10185333333333,20.1865,40.373,-0.4999999999999998,4,Sport-100,24,1046,35.501,5.0,100.9325,2007,6700.0,2,0.8660254037844387,5
333.42,199.8519,600.156,600.156,200.052,0.0,-0.5000000000000004,8,LL Touring Frame,517,1420,0.6003,3.0,600.156,2007,75.0,3,-0.8660254037844384,8
2294.99,1251.9813,4917.8356,4917.8356,1229.4589,0.0,-0.5000000000000004,8,Mountain-200,284,986,-90.0896,4.0,4917.8356,2006,5150.0,3,-0.8660254037844384,6
337.22,187.1571,183.9382,367.8764,183.9382,367.8764,0.5000000000000001,2,LL Road Frame,63,794,-3.2189,1.0,183.9382,2006,500.0,1,0.8660254037844386,6
34.99,13.0863,20.1865,70.65275,20.1865,40.373,-0.4999999999999998,4,Sport-100,5,440,7.1002,1.0,20.1865,2006,6700.0,2,0.8660254037844387,5
2384.07,1481.9379,2860.884,5006.5470000000005,1430.442,5721.768,0.5000000000000001,2,Touring-1000,519,1440,-102.9918,2.0,2860.884,2008,5000.0,1,0.8660254037844386,10
89.99,37.1209,377.958,431.952,53.994,431.952,1.0,12,Men's Bib-Shorts,147,828,118.1117,7.0,377.958,2006,5150.0,4,-2.4492935982947064e-16,6
327.215,145.2835,1177.974,2231.868072,196.329,2231.868072,1.0,12,HL Mountain Rear Wheel,397,1844,306.273,6.0,1177.974,2006,5000.0,4,-2.4492935982947064e-16,10
24.49,9.1593,56.5156,35.32225,14.1289,28.2578,0.5000000000000001,2,Half-Finger Gloves,313,1422,19.8784,4.0,56.5156,2007,2500.0,1,0.8660254037844386,2
348.76,185.8193,418.512,418.512,209.256,0.0,-0.8660254037844388,7,ML Mountain Frame,215,570,46.8734,2.0,418.512,2006,3550.0,3,-0.4999999999999997,4
91.49,40.6216,164.682,164.682,54.894,0.0,-1.8369701987210297e-16,9,Front Derailleur,562,682,42.8172,3.0,164.682,2007,2000.0,3,-1.0,4
69.99,26.1763,83.988,83.988,41.994,0.0,0.5000000000000001,10,Women's Mountain Shorts,220,692,31.6354,2.0,83.988,2007,2500.0,4,-0.8660254037844386,2
333.42,199.8519,200.052,300.078,200.052,200.052,0.8660254037844387,1,LL Touring Frame,446,858,0.2001,1.0,200.052,2008,3900.0,1,0.49999999999999994,1
34.99,13.0863,20.1865,80.74600000000001,20.1865,60.5595,0.8660254037844387,1,Sport-100,18,852,7.1002,1.0,20.1865,2006,5000.0,1,0.49999999999999994,6
1120.49,713.0798,672.294,872.3815000000001,672.294,1344.588,6.123233995736766e-17,3,Road-550-W,132,672,-40.7858,1.0,672.294,2008,4100.0,1,1.0,3
2384.07,1481.9379,8582.652,12873.978,1430.442,14304.42,6.123233995736766e-17,3,Touring-1000,558,626,-308.9754,6.0,8582.652,2008,5150.0,1,1.0,6
